Username (Account ID),State,District,Area,Median No of transactions ,Average No of transactions ,lowestof trans,Median Amount,Average Amount,lowestof amount,TYPE,Gender,Active,Blocked,Suspended,Unused Balance,NO OF DAYS SINCE LAST DEPOSIT ,NO OF DAYS SINCE device creation,NO OF DAYS SINCE onboarded,Status,Status2
AsemotaPos (013109),Edo,Oredo,Airport Road,214,231,214,4312120,4032176,4032176,Regular,Female,Yes,No,No,-1538.12143,63,504,504,bad,bad
Abikoyepos2 (012022),Lagos,Lagos Island,Victoria Island,496,436,436,5726290,5024229,5024229,Regular,Male,Yes,No,No,70725.458,97,529,529,good,good
seidupos (009382),Lagos,Ikeja,Omole,0,473,0,0,2099917,0,Regular,Male,Yes,No,No,436.54857,182,665,665,bad,bad
Umezurikepos (015965),Lagos,Oshodi-Main,Okota,2031,1684,1684,15833647,13644125,13644125,Regular,Female,Yes,No,No,66241.7425,4,465,465,good,bad
Governor (008794),Lagos,Ojo,Iyana shasi,1101,1186,1101,6439950,8125428,6439950,Regular,Female,Yes,No,No,233441.355,0,699,699,good,bad
Lauobeh4 (005695),Lagos,Ojo,Ajangbadi,1023,1150,1023,3888738,4186122,3888738,Regular,Male,Yes,No,No,728744.555,0,1075,1075,good,bad
Osenith480 (009472),Lagos,Ajegunle,Amukoko,1313,1526,1313,8878374,10302621,8878374,Regular,Male,Yes,No,No,738311.2086,3,221,657,good,bad
sabimen3274 (015974),Kwara,Ilorin,Post Office,459,453,453,2960950,3062747,2960950,Regular,Female,Yes,No,No,2428.675,10,459,459,good,good
ZURIELNIG (004817),Rivers,Port Harcourt,Rumuwoji,60,439,60,166990,2041290,166990,Regular,Male,Yes,No,No,-3411.2065,136,1210,1210,bad,bad
Smartchoice1 (003887),Lagos,Alimosho 1,Ipaja,2213,2164,2164,10407942,11266949,10407942,Regular,Male,Yes,No,No,19724.93236,1,1287,1287,good,bad
Orbital1 (004405),Edo,Esan North East,Uromi,15,52,15,55900,1739633,55900,Regular,Male,Yes,No,No,-2597.415,146,1251,1251,bad,bad
TobyMPos (013340),Rivers,Opobo/Nkoro,Nkoro,398,427,398,3596665,3914423,3596665,Regular,Male,Yes,No,No,74983.492,61,502,502,good,good
Fabas1 (004584),Lagos,Ojo,Okokomaiko,134,245,134,1278665,2321974,1278665,Regular,Male,Yes,No,No,111525.525,0,1231,1231,good,bad
salasco (006226),Lagos,Surulere,Shitta,461,526,461,2455465,3352089,2455465,Regular,Male,Yes,No,No,71015.375,2,1034,1036,good,bad
Awexiky1pos (020498),Enugu,Enugu South,Achara Layout,1260,1257,1257,6952140,8044774,6952140,Regular,Male,Yes,No,No,30596.324,3,283,283,good,bad
BojoworldEntpos (021456),Lagos,Alimosho 1,Ejigbo,744,847,744,5948205,6535616,5948205,Regular,Male,Yes,No,No,192985.9545,144,266,266,good,good
Adekazventurespos2 (016346),Ogun,Ifo,0,848,786,786,5456907,5458479,5456907,Regular,Male,Yes,No,No,126837.45,12,460,460,good,good
SixtusOCPos (012960),Imo,Oru West,Ibi Asoebe,305,577,305,5036820,12444613,5036820,Regular,Male,Yes,No,No,768363.776,136,501,501,good,good
Adanpos (018433),Ogun,Imeko-Afon,0,324,388,324,3482251,4515967,3482251,Regular,Male,Yes,No,No,-1143.225,44095,362,362,bad,bad
Ucentric (003342),Federal Capital Territory,Gwagwalada,Gwagwalada,87,453,87,691560,2786790,691560,Regular,Male,Yes,No,No,-1386.94,103,1321,1321,bad,bad
Iretipos (022256),Lagos,Ibeju-Lekki,Ajah,564,551,551,12619582,11117882,11117882,Regular,Female,Yes,No,No,534974.753,0,251,251,good,bad
TRIPLECINVESTMENT (006673),Anambra,Aguata,Ekwulobia,727,727,727,3371430,3717081,3371430,Regular,Male,Yes,No,No,158505.65,17,852,852,good,good
Adeshinashpos (012853),Lagos,Ifako Ijaiye,Ijaiye,0,501,0,0,2795356,0,Regular,Female,Yes,No,No,-5149.99172,44095,503,503,bad,bad
H4business87 (005333),Lagos,Apapa,Apapa,651,532,532,4985430,3859021,3859021,Regular,Male,Yes,No,No,0,58,1126,1126,bad,bad
Paypointpos2 (013292),Lagos,Lagos Island,Ikoyi,586,649,586,4983430,6004540,4983430,Regular,Male,Yes,No,No,365951.5325,0,503,503,good,bad
Adeogun1pos (018409),Ogun,Abeokuta South,Ibara,0,29,0,0,710174,0,Regular,Male,Yes,No,No,-3000,106,363,363,bad,bad
Caiviks3 (002510),Lagos,Oke Aro,Oke Aro,1162,1289,1162,2848470,3488874,2848470,Regular,Male,Yes,No,No,35887.065,1,1399,1399,good,bad
sabimen2663 (014879),Federal Capital Territory,Garki,Garki Area 1,1050,949,949,4170610,3901796,3901796,Regular,Male,Yes,No,No,216.7225,60,465,465,good,good
Gosslink (005873),Lagos,Lagos Island,Ikoyi,76,239,76,1304065,2450454,1304065,Regular,Male,Yes,No,No,178833.405,5,1070,1070,good,bad
Udojipos (013212),Lagos,Festac1,23 Road Stretch,428,451,428,5174420,6259864,5174420,Regular,Male,Yes,No,No,537093.8394,22,503,503,good,good
Odasng1pos (009480),Federal Capital Territory,Gwagwalada,Gwagwalada,1783,1594,1594,32840583,28320286,28320286,Regular,Male,Yes,No,No,110062.031,3,656,656,good,bad
Linkcommpos (011819),Lagos,Agege,Agege Motor Road,898,887,887,7037820,7260314,7037820,Regular,Male,Yes,No,No,52790.81,269,550,550,good,good
LIWHULIWHE (003393),Federal Capital Territory,Gwagwalada,Gwagwalada,860,730,730,4878785,6582932,4878785,Regular,Male,Yes,No,No,21.7275,1,1316,1316,good,bad
SABIMEN3117 (015317),Rivers,Port Harcourt,Rumuwoji,613,733,613,2904990,5241875,2904990,Regular,Female,Yes,No,No,238790.145,20,460,460,good,good
Onlygrace (006003),Lagos,Amuwo Odofin,Okota Amuwo,542,606,542,4805002,4808432,4805002,Regular,Female,Yes,No,No,45.27357,1,1062,1062,good,bad
SABIMEN96 (012331),Lagos,Ajegunle,Ajegunle,999,958,958,6141010,6041193,6041193,Regular,Male,Yes,No,No,33544.56,216,542,542,good,good
MoyecomPos (009789),Ogun,Itele,Itele,331,789,331,4761780,11154591,4761780,Regular,Male,Yes,No,No,7515.76,115,565,565,good,good
9TeezPos (013064),Niger,Suleja,Suleja,620,1103,620,3701530,4641810,3701530,Regular,Male,Yes,No,No,38143.1658,21,502,502,good,good
Olamsonkaypos (021448),Lagos,Lagos Island,Ajah,125,259,125,1779000,3462629,1779000,Regular,Male,Yes,No,No,118101,7,266,266,good,good
abtelpos (011895),Lagos,Alimosho 2,Igando,0,299,0,0,1733453,0,Regular,Male,No,No,No,-2733.6658,544,44095,546,bad,bad
MERSHYpos (008716),Anambra,Onitsha South,Head Bridge (Right),303,309,303,2790180,2706546,2706546,Regular,Male,Yes,No,No,-1592.51814,63,699,699,bad,bad
Joy123pos (012379),Lagos,Ikeja,Onigbongbo,1203,1080,1080,8587990,10235964,8587990,Regular,Female,Yes,No,No,95288.3675,2,537,537,good,bad
bioluwisePOS (011928),Lagos,IKorodu,Idiroko,820,821,820,8126060,9968015,8126060,Regular,Female,Yes,No,No,36840.88625,18,546,546,good,good
Mocmultilinkspos2 (010208),Lagos,Alimosho 2,Igando,655,682,655,4400478,4296757,4296757,Regular,Male,Yes,No,No,8211.743,121,566,566,good,good
chrisannconceptpos (020088),Imo,Owerri West,Nekede,657,685,657,4618200,4604902,4604902,Regular,Male,Yes,No,No,-1339.42375,44095,304,304,bad,bad
Sabimen255 (010902),Lagos,Amuwo Odofin,Agboju,550,614,550,2714570,3926002,2714570,Regular,Male,Yes,No,No,6465.18,5,543,543,good,bad
Seedorfpos (022145),Osun,Osogbo,0,1009,1138,1009,6269344,6518660,6269344,Regular,Male,Yes,No,No,2539.0904,252,252,252,good,good
Gcompos (022572),Yobe,Damaturu,0,1494,1372,1372,27938263,23770007,23770007,Regular,Male,Yes,No,No,8949.35,36,248,248,good,good
ebubenedu2 (005197),Anambra,Onitsha South,Fegge,603,523,523,3657225,3254077,3254077,Regular,Male,Yes,No,No,311924.5774,3,1158,1158,good,bad
sabimen3439 (016268),Lagos,IKorodu,Igbogbo,293,390,293,1866130,2863549,1866130,Regular,Male,Yes,No,No,372.755,3,458,458,good,bad
ETAKPORPos (013234),Delta,Uvwie,Effurun-Sapele Road,530,447,447,3790070,3811290,3790070,Regular,Male,Yes,No,No,105216.513,70,501,501,good,good
Leverageoptions (001620),Lagos,Kosofe,Ogudu,465,566,465,2762145,3191076,2762145,Regular,Male,Yes,No,No,390557.0575,0,1545,1545,good,bad
SABIMEN2340 (014555),Niger,Suleja,Suleja,1654,1733,1654,8711835,8460407,8460407,Regular,Male,Yes,No,No,420.025,3,468,468,good,bad
EKENEPOS (009147),Nasarawa,Karu,New Karu,831,748,748,8339730,8103688,8103688,Regular,0,Yes,No,No,130380.29,0,685,685,good,bad
Ecagbo (006631),Lagos,Oshodi-Main,Isolo,603,821,603,2312175,3077354,2312175,Regular,Female,Yes,No,No,26119.925,1,884,887,good,bad
Yahooricepos (016790),Lagos,Alimosho 1,Abule Egba,186,237,186,567300,1412392,567300,Regular,Male,Yes,No,No,106.1855,5,434,434,good,bad
Kehindeajerepos (005265),Lagos,Berger,Akiode,1093,1255,1093,8512550,9276569,8512550,Regular,Male,Yes,No,No,62242.115,10,502,1152,good,good
horlars (005863),Lagos,Kosofe,Ketu,291,289,289,4397360,4094586,4094586,Regular,Male,Yes,No,No,76244.495,0,1070,1070,good,bad
TaolusesiPos (008905),Lagos,Ikeja,Oregun,545,485,485,5775020,6011565,5775020,Regular,Male,Yes,No,No,778631.155,0,696,696,good,bad
SABIMEN1329 (011334),Lagos,Ibeju-Lekki,Ajah,46,130,46,373460,947194,373460,Regular,Male,Yes,No,No,0,180,535,535,bad,bad
Tricia (005673),Enugu,Enugu East,Emene,0,30,0,0,881786,0,Regular,Female,Yes,No,No,-4930.73182,192,1081,1081,bad,bad
ijeomaventures (004820),Lagos,Oshodi-Main,Okota,721,651,651,4129053,3884295,3884295,Regular,Female,Yes,No,No,153435.9249,1,187,1210,good,bad
Showcath (007122),Ogun,Ifo,0,293,356,293,2622850,3148352,2622850,Regular,Male,Yes,No,No,42291.885,24,769,769,good,good
Oborpos (019982),Lagos,Ifako Ijaiye,Ijaiye,1545,1381,1381,9353935,7988169,7988169,Regular,Female,Yes,No,No,3725.94,115,311,311,good,good
SIRKAYO (005917),Lagos,Alimosho 1,Iyana Ipaja,609,601,601,4345510,4484848,4345510,Regular,Male,Yes,No,No,114244.8061,2,1068,1068,good,bad
LUKCINICapp (020291),Lagos,Ibeju-Lekki,Lekki,60,126,60,1401150,2705821,1401150,Regular,Male,Yes,No,No,2880.096,4,294,294,good,bad
Marcus1pos (008764),Lagos,Badagry,Agbara,350,532,350,2419220,2228483,2228483,Regular,Male,Yes,No,No,47087.63071,109,699,699,good,good
Mormon (000970),Lagos,Ojo,Alaba Int,25,24,24,1504240,2376343,1504240,Regular,Male,Yes,No,No,8681177.158,7,1664,1664,good,good
Tony0025 (006084),Lagos,Surulere,Aguda,416,377,377,4479230,3940346,3940346,Regular,Male,Yes,No,No,-135.894,28,1054,1054,bad,bad
Absacom (003003),Federal Capital Territory,Garki,Garki Area 11,618,593,593,3937600,4057748,3937600,Regular,Male,Yes,No,No,56063.03,4,1348,1348,good,bad
Maryus (005192),Lagos,Lagos Island,Obalende,309,307,307,2286525,2364477,2286525,Regular,Female,Yes,No,No,126.9,3,419,1159,good,bad
sabimen2654 (014851),Federal Capital Territory,Apo District,Apo Resettlement,476,472,472,3720493,3411666,3411666,Regular,Male,Yes,No,No,60.043,2,465,465,good,bad
Simplemoses1POS (006426),Lagos,Ojo,Iyana shasi,848,871,848,9579255,9422826,9422826,Regular,Male,Yes,No,No,17989.30657,3,572,987,good,bad
Ezelilianpos (015721),Enugu,Igbo Eze South,Ibagwa-Aka,564,552,552,5150930,5368028,5150930,Regular,Male,Yes,No,No,102955.84,49,473,473,good,good
StandrilPOS20 (008747),Delta,Sapele,Sapele,413,334,334,2440210,2452156,2440210,Regular,Male,Yes,No,No,-1747.55143,563,697,697,bad,bad
AbikoyePOS (010064),Lagos,Apapa,Apapa,630,625,625,5805360,5693261,5693261,Regular,Female,Yes,No,No,1049.355,0,591,591,good,bad
Adaora4pos (009487),Ogun,Obafemi-Owode,Arepo,18,336,18,20100,1424795,20100,Regular,Female,Yes,No,No,-576.85714,175,656,656,bad,bad
H4businessPos38 (016709),Lagos,Apapa,Apapa,542,563,542,3082280,3049257,3049257,Regular,Male,Yes,No,No,53514.21,0,445,445,good,bad
Mercyji (006020),Lagos,Oke Aro,Akute,0,242,0,0,1662336,0,Regular,Male,Yes,No,No,-5998.29286,551,1061,1061,bad,bad
salisupos (012027),Lagos,Oshodi-Main,Isolo,1289,1314,1289,7243750,9213091,7243750,Regular,Male,Yes,No,No,112440.679,17,500,500,good,good
Iyalatipos (009290),Lagos,Eti Osa West,Eti osa,434,483,434,3636500,4306764,3636500,Regular,Male,Yes,No,No,8598.6375,3,665,665,good,bad
GALILY (005305),Anambra,Idemili North,Nkpor,1593,1410,1410,4229290,4421675,4229290,Regular,Female,Yes,No,No,55803.1,2,1151,1151,good,bad
ToyApapos46 (009297),Lagos,Agege,Oko-Oba,578,599,578,2362620,2568581,2362620,Regular,Male,Yes,No,No,101019.06,7,665,665,good,good
Wembley (006243),Federal Capital Territory,Kubwa,Kubwa FHA,1324,1490,1324,4498770,6464455,4498770,Regular,Male,Yes,No,No,197576.3079,538,1040,1040,good,good
IfeytechServices (001420),Lagos,Apapa,Apapa,1047,981,981,5134080,4660949,4660949,Regular,Male,Yes,No,No,14581.896,3,1497,1498,good,bad
Tksignaturepos (013647),Ogun,Ifo,0,826,837,826,4174733,4201502,4174733,Regular,Male,Yes,No,No,25127.84813,1,493,493,good,bad
Thonywaychuks (005379),Lagos,Apapa,Kirikiri,483,412,412,4154244,3928038,3928038,Regular,Male,Yes,No,No,2719.25157,0,1075,1140,good,bad
Ajetcommpos1 (013498),Osun,Osogbo,0,743,664,664,4147371,4584175,4147371,Regular,Female,Yes,No,No,1630.98754,4,496,496,good,bad
Umarhally (006560),Lagos,Oshodi-Main,Mafoluku,323,358,323,3322610,3218794,3218794,Regular,Female,Yes,No,No,9354.68,2,952,952,good,bad
sabimen2145 (014219),Ogun,Ado-Odo/Ota,Sango Ota,294,364,294,1203965,1480001,1203965,Regular,Male,Yes,No,No,694.54,0,469,469,good,bad
SABIMEN2425 (014503),Federal Capital Territory,Kubwa,Bwari,0,116,0,0,749296,0,Regular,Male,Yes,No,No,0.445,230,466,466,bad,bad
Awosedopos (016728),Lagos,Oshodi-Main,Oshodi,585,569,569,5022362,5732272,5022362,Regular,Female,Yes,No,No,280580.285,22,439,439,good,good
michael22 (021634),Lagos,Apapa,Olodi,1278,1512,1278,11238635,11502697,11238635,Regular,Male,Yes,No,No,124373.58,1,258,258,good,bad
kaybabpos (010319),Ogun,Ewekoro,Itori,1066,1005,1005,8236123,7544460,7544460,Regular,Male,Yes,No,No,709.82625,146,432,553,good,good
SABIMEN2024 (013942),Lagos,Ojo,Alaba Int,10,157,10,21050,700140,21050,Regular,Male,Yes,No,No,0.22,152,469,469,bad,bad
CAble373 (004236),Rivers,Eleme,Alejoh,412,450,412,3323785,3790874,3323785,Regular,Female,Yes,No,No,2665.39285,2,1081,1263,good,bad
YENKATPos (013154),Federal Capital Territory,Gwarimpa,Gwarinpa Fed. Housing,1337,1113,1113,9351685,8251728,8251728,Regular,Female,Yes,No,No,20754.54782,89,503,503,good,good
H4businessPos17 (008874),Lagos,Apapa,Apapa,580,516,516,2329330,2622325,2329330,Regular,Male,Yes,No,No,112415.2689,0,697,697,good,bad
flexzdee (002292),Lagos,Badagry,Agbara,336,314,314,3585160,3343666,3343666,Regular,Male,Yes,No,No,41845.4525,0,1431,1431,good,bad
Albaco1 (006344),Lagos,Festac1,5th Avenue Stretch,77,165,77,1501210,1731299,1501210,Regular,Female,Yes,No,No,-235.72179,49,44095,1014,bad,bad
Binutupos (016930),Lagos,Oshodi-Main,Oshodi,839,895,839,4333560,4490829,4333560,Regular,Male,Yes,No,No,41730.65071,62,413,413,good,good
sabimen729 (012189),Lagos,Kosofe,Ketu,910,856,856,10113050,8246335,8246335,Regular,Male,Yes,No,No,99209.57876,9,538,538,good,good
BUSYCONNECT (006464),Lagos,Festac2,3rd Avenue Stretch,552,625,552,3954960,4887486,3954960,Regular,Female,Yes,No,No,4173.355,68,986,986,good,good
Mocmultilinkspos1 (010210),Lagos,Alimosho 1,Ipaja,600,580,580,3987840,4079219,3987840,Regular,Male,Yes,No,No,48345.0275,44095,566,566,good,good
sabimen2999 (015268),Rivers,Port Harcourt,Rumuwoji,301,307,301,2837700,2758431,2758431,Regular,Male,Yes,No,No,35.7375,9,461,461,good,good
NNAOPUTApos (009108),Lagos,Ojo,Ijanikin,778,698,698,3941120,3393761,3393761,Regular,Male,Yes,No,No,233252.29,0,686,686,good,bad
DLSquarepos (013656),Lagos,Ikeja,Ojodu,2610,2648,2610,16759534,25152160,16759534,Regular,Female,Yes,No,No,1596.90308,1,493,493,good,bad
sabimen3487 (016316),Lagos,Oshodi-Main,Ajao estate,1154,1080,1080,4787800,6275950,4787800,Regular,Male,Yes,No,No,94576.04,56,458,458,good,good
PRINCECOMM (003179),Federal Capital Territory,Utako/Jabi,Jabi,887,883,883,9901020,12153818,9901020,Regular,Male,Yes,No,No,225559.075,3,1333,1333,good,bad
OkumapatPos (012506),Delta,Warri south west,Orugbo,751,777,751,5298152,5705346,5298152,Regular,Female,Yes,No,No,61138.5,24,531,531,good,good
Agapetunde (000916),Lagos,IKorodu,Owode onirin,103,96,96,580065,1670884,580065,Regular,Male,Yes,No,No,106943.77,6,1666,1666,good,bad
SABIMEN2020 (013873),Lagos,Ojo,Alaba Int,1182,1193,1182,16885130,15602801,15602801,Regular,Male,Yes,No,No,197716.686,129,469,469,good,good
Henstarrpos (012376),Lagos,Alimosho 1,Agbado egbe,809,781,781,4545160,5601913,4545160,Regular,Male,Yes,No,No,86.76286,87,537,537,good,good
idokopeter02 (006173),Anambra,Onitsha North,MCC Road,810,827,810,3807935,3886802,3807935,Regular,Male,Yes,No,No,513.8,3,1049,1049,good,bad
Twintek4pos (015697),Anambra,Idemili North,Nkpor,843,856,843,3926557,5413354,3926557,Regular,Male,Yes,No,No,392.79533,2,473,473,good,bad
samalade (005794),Ogun,Otta,Otta,361,275,275,2960595,2225552,2225552,Regular,Male,Yes,No,No,-1400,47,1074,1074,bad,bad
satpointPOS (016359),Edo,Egor,New Lagos Road,925,931,925,5460475,5657894,5460475,Regular,Male,Yes,No,No,42783.55,3,460,460,good,bad
Zubic (011571),Federal Capital Territory,Kubwa,Bwari,428,354,354,3515490,3478143,3478143,Regular,Female,Yes,No,No,-236.4875,138,557,557,bad,bad
Amacom (004389),Kaduna,Kaduna South,KADUNA SOUTH,315,322,315,3149550,2387845,2387845,Regular,Female,Yes,No,No,-374.61785,192,1257,1257,bad,bad
Choralcoms (003412),Lagos,Ibeju-Lekki,Ibeju,148,365,148,659110,2242439,659110,Regular,Female,Yes,No,No,-806.63929,208,528,1315,bad,bad
Henah2pos (016755),Bornu,Hawul,0,212,212,212,2703690,2833267,2703690,Regular,Male,Yes,No,No,60656.61,186,439,439,good,good
Kennynikkypos (012469),Lagos,Alimosho 2,Ikotun,874,911,874,4168490,4026218,4026218,Regular,Male,Yes,No,No,40.51214,41,531,531,good,good
Chafawillipos (009514),Lagos,Ojo,Iba,610,580,580,5458260,5163914,5163914,Regular,Female,Yes,No,No,74286.87357,0,650,650,good,bad
FavouritePOS (009264),Rivers,Ikwerre,Igwuruta,0,101,0,0,1034256,0,Regular,Male,Yes,No,No,-4687.6,247,668,668,bad,bad
Sabimen2491 (015618),Federal Capital Territory,Airport Road/Lugbe,Lugbe North,279,357,279,3738660,3505614,3505614,Regular,Male,Yes,No,No,29827.6325,0,466,466,good,bad
Greenlayersltd7pos (015704),Anambra,Idemili North,Awada,1263,1301,1263,9058200,11245197,9058200,Regular,Female,Yes,No,No,23150.10583,0,473,473,good,bad
OLABESCOPOS2 (016617),Lagos,IKorodu,Odogunyan,173,199,173,2032640,2063477,2032640,Regular,Female,Yes,No,No,53710.8125,5,453,453,good,bad
BABATEEPOS (012805),Lagos,Apapa,Ajeromi,656,880,656,4724650,5780001,4724650,Regular,Female,Yes,No,No,120053.3586,0,73,508,good,bad
ShalomsibPOS (011813),Lagos,Ojo,Lasu Gate,2003,1537,1537,18969826,15997012,15997012,Regular,Male,Yes,No,No,133638.2345,3,551,551,good,bad
seedorf (009218),Osun,Osogbo,0,1037,841,841,7670530,6988151,6988151,Regular,Male,Yes,No,No,12939.74286,192,244,678,good,good
H4businesspos42 (016712),Lagos,Apapa,Apapa,256,226,226,3356880,2514281,2514281,Regular,Male,Yes,No,No,85466.47428,0,437,445,good,bad
lascomventures (001933),Delta,Ughelli north,Ughelli,223,467,223,632370,1212142,632370,Regular,Male,Yes,No,No,-1198.222,41,1466,1466,bad,bad
RANO (018035),Federal Capital Territory,Garki,Garki Area 2,214,221,214,1377600,1574033,1377600,Regular,Male,Yes,No,No,36.9075,1,377,377,good,bad
UMORUELVIS (008737),Edo,Etsako West,Auchi,227,446,227,3551405,3326197,3326197,Regular,Male,Yes,No,No,6293.78357,0,697,697,good,bad
Sabimen173 (011085),Lagos,Ajegunle,Ajegunle,132,284,132,720675,1822606,720675,Regular,Male,Yes,No,No,46341.775,333,543,543,good,good
otostef (004919),Lagos,Amuwo Odofin,Mile 2,525,559,525,4300040,5601232,4300040,Regular,Male,Yes,No,No,149702.8175,9,1200,1200,good,good
Sabimen1530 (012300),Lagos,Alimosho 1,Abule Egba,251,262,251,766100,1202206,766100,Regular,Male,Yes,No,No,22720.75,206,544,544,good,good
UkaFPos (013071),Lagos,Yaba-Main,Oyingbo,29,47,29,873810,1434612,873810,Regular,Male,Yes,No,No,15.525,5,504,504,good,bad
AjetcomPOS (013556),Osun,Atakumosa West,0,788,803,788,5903253,5863970,5863970,Regular,Male,Yes,No,No,3857.95792,2,495,495,good,bad
Sabimen994 (011731),Lagos,Agege,Agege Ogba,404,442,404,2149300,2824091,2149300,Regular,Male,Yes,No,No,6078.295,1,536,536,good,bad
Awexiky2pos (020499),Enugu,Enugu South,Achara Layout,1164,1107,1107,7078451,6959410,6959410,Regular,Male,Yes,No,No,62596.90002,3,283,283,good,bad
happy1 (002546),Rivers,Eleme,Nichia-Eleme,99,210,99,181380,1184985,181380,Regular,Male,Yes,No,No,-3444.376,133,1405,1405,bad,bad
sabimen3989 (016600),Lagos,Oshodi-Main,Ajao estate,393,365,365,3142360,2801845,2801845,Regular,Male,Yes,No,No,9862.7175,68,437,437,good,good
Sabimen2495 (015622),Federal Capital Territory,Airport Road/Lugbe,Airport Road,577,532,532,2749200,3073231,2749200,Regular,Male,Yes,No,No,21916.845,0,466,466,good,bad
LAZBASATPOS (013432),Lagos,Alimosho 1,Alagbado,640,560,560,3574870,3572589,3572589,Regular,Male,Yes,No,No,19272.13107,22,497,497,good,good
Baloo29pos (011801),Lagos,IKorodu,Ibeshe,907,839,839,7177325,6093070,6093070,Regular,Female,Yes,No,No,54723.44675,121,551,551,good,good
EZECHUKWUPOS (008704),Anambra,Onitsha South,Fegge,99,169,99,785510,1677300,785510,Regular,Male,Yes,No,No,-956.77778,97,700,700,bad,bad
mataoventures (016674),Lagos,Ikeja,Computer Village,645,615,615,4222828,4139421,4139421,Regular,Female,Yes,No,No,29782.75,33,446,446,good,good
ODYSONSMITHpos8 (005747),Enugu,Enugu North,Holy Ghost,868,826,826,4416290,4163093,4163093,Regular,Male,Yes,No,No,137577.8133,0,559,1076,good,bad
DBIGHARRYPOS (012688),Abia,Aba South,Asa Road,937,1245,937,5158898,7867307,5158898,Regular,Female,Yes,No,No,147406.46,5,523,523,good,bad
LukhmanPOS (013478),Lagos,IKorodu,Itaoluwo,490,505,490,6079976,5860448,5860448,Regular,Male,Yes,No,No,27252.43625,112,496,496,good,good
VICYNTEL23 (003544),Anambra,Onitsha South,Upper Iweka,944,896,896,3282245,2940495,2940495,Regular,Male,Yes,No,No,5161.05813,1,1060,1305,good,bad
Sabimen2504 (015653),Kano,Fagge 2 (Sabon Gari),Ado Bayero Rd,300,376,300,3502690,3589114,3502690,Regular,Male,Yes,No,No,37.09,10,466,466,good,good
IbrahimCommPos (022221),Lagos,Lagos Island,Ajah,236,282,236,2216170,2664470,2216170,Regular,Female,Yes,No,No,19821.57,15,251,251,good,good
SABIMEN2678 (014777),Nasarawa,Keffi,Tunayi,486,539,486,1813220,2443024,1813220,Regular,Male,Yes,No,No,45.3825,421,465,465,good,good
sabimen2408 (014592),Nasarawa,Karu,Maraba,782,897,782,4662000,5275379,4662000,Regular,Male,Yes,No,No,13.06,65,466,466,good,good
